F41G3.12	G5EG68
T24C4.1	Q9TZ33
EEED8.8	Q09297
E02H9.5	Q9TZA0
C50F7.10	Q18758
C09G12.9	O76258
Y61A9LA.10	Q9N306
C47E8.7	Q18685
H14A12.3	O17213
C32D5.12	Q09491
ZC449.6	A4UVJ7
ZC8.1	Q23086
Y6B3B.11	Q9XWF0
C31C9.3	O45285
F45C12.8	O16739
Y73B3A.22	A3KFD5
Y113G7B.6	Q9U2X7
Y47H9C.10	Q9XWD4
B0391.6	Q86D19
Y38A10A.4	Q9UAX8
F47H4.4	Q9XU25
F44G3.14	Q2XMY7
C38D9.6	Q9U3N1
C38D9.7	Q9U3N2
F47H4.9	Q9XU28
C08E3.8	O17199
B0391.5	O62012
Y102A5C.1	G5EDK0
T06C12.4	O18043
C08E3.9	O17200
C08E3.6	O17196
T28C12.3	O16696
C02H6.2	O17054
M162.11	Q2XMY8
C08F11.5	Q9U3Q8
Y9C9A.8	Q9N2T3
T10E9.1	O01606
F53F4.10	Q20719
Y80D3A.10	Q95ZI9
F52E4.7	Q20678
W04C9.2	Q9TZE0
F45H10.2	O45525
R07E4.3	Q21817
C50D2.8	Q8ITY5
T07F8.2	P91439
R05D11.4	Q21736
C01G8.2	G5ECU8
ZC190.1	G5EES1
Y71H2B.6	Q9N4F2
F41D9.5	Q94225
C55B7.6	G5EED0
T20B12.1	P41842
C34E10.11	Q95QS3
R01H10.5	Q21621
F41G3.10	Q20289
R144.9	Q9BI74
Y34D9A.6	Q9N456
F10D7.3	Q19297
ZC334.7	Q7YTG3
C07G1.8	Q3Y400
Y59A8B.6	Q9GRZ2
W01D2.5	Q9XU63
C01B12.4	O17204
H24K24.4	Q9N5L0
C11H1.7	G5EDB0
R107.2	P32740
F43C1.6	Q6A575
Y59E9AL.7	G5EEU1
F56D5.1	Q20880
Y54E10A.11	Q65XX2
F42A10.1	Q20306
F18E2.2	Q19554
C18G1.9	O61923
Y53F4B.36	Q9NA95
C14C11.1	Q17980
ZC317.6	Q23078
C09H10.9	Q17885
F42A9.4	Q20315
T22D1.9	Q9GZH5
Y42H9AR.1	Q9N3Y1
F46H6.1	Q20496
K04D7.3	Q21217
ZK938.3	Q23673
F35G8.1	Q20067
W03C9.2	Q23144
F54A3.6	Q9N4J9
ZK643.2	P30648
F10E9.7	P34401
F09F9.4	Q19284
ZK1010.3	O18282
T01H3.2	Q22088
F38A1.11	A4F307
F38A1.15	A4F313
T21D12.4	O16785
K07F5.14	Q21298
C38D4.3	Q18508
C49H3.8	Q9GYR2
Y49E10.22	Q9XTU1
Y40B1B.7	Q9XWP4
ZK973.10	Q9N4L8
Y50D7A.4	Q8WTL6
T01E8.6	P49391
F16G10.13	O76597
R09E10.7	Q21875
T25G12.13	H2L0K8
F22B7.10	P34413
C33G3.6	Q93321
K12H6.7	Q9N5G8
R05G6.4	Q21755
C06A6.3	Q17687
W05B2.7	G5EEQ0
F07A5.4	Q19137
T13C5.8	Q8T3C8
C16A3.4	Q18037
F53B3.5	Q20713
Y62H9A.13	Q9XWS7
T12E12.2	Q22430
D2013.10	O62126
Y71A12C.2	Q9XXB4
C36E6.2	Q9BL99
ZK930.2	Q23665
ZK858.5	Q94421
Y47D3A.21	Q9NAH4
C48B6.3	O01512
Y39A1A.6	Q9XX18
F10C5.2	Q19293
Y71F9B.4	Q9N4G9
Y71G10AR.4	Q33BL1
C01G5.6	Q17569
F20C5.4	Q19635
W03G11.2	Q23151
T01E8.3	Q22070
R05G6.8	Q21754
LLC1.1	Q22036
Y53F4B.21	Q9NA99
M03A8.1	Q21481
Y51H7C.7	Q9N3J4
C03D6.4	Q17602
C39F7.5	Q9UAQ7
C46F11.6	Q7YX48
C06A8.5	Q17695
B0511.8	O61818
C26E6.6	P49404
ZK1010.2	G5EEZ0
T27E9.7	G5EFG4
B0035.2	Q17433
C47A4.1	Q9U3L9
T19B10.6	Q22557
ZK418.3	Q23481
Y41C4A.5	Q9U2I7
R74.2	Q22029
K01D12.9	Q21089
ZK285.2	Q7YWM2
K01D12.10	Q21092
K01D12.8	Q21091
ZK669.4	Q23571
F40G9.2	Q9TZ68
D1054.1	Q18948
D2030.4	P90789
C41C4.3	Q09498
Y48G8AL.15	Q7KX00
Y55F3AM.1	Q9N361
T22D1.2	Q9GZH1
F15A4.11	Q9U3J3
F42D1.2	Q93703
Y54E5A.6	Q9XWJ9
C56G2.4	Q09288
F35G12.7	Q20051
T01B7.7	P20784
Y38A8.1	Q23236
Y87G2A.14	Q9NA25
C02F5.13	P61228
F37D6.1	Q20129
C11H1.3	Q17911
F21D5.6	Q19684
W01B6.9	Q17635
T26A5.6	Q22794
Y49E10.10	Q9XTT6
K02A4.1	P54688
Y44A6D.5	Q9XXD8
T27E4.1	Q23056
C16C10.6	Q09252
ZK652.9	P34666
F35G12.12	Q20058
T24G10.2	Q22749
K03B8.4	Q21177
T07C12.14	Q564Z8
R11D1.9	Q21939
C35D10.4	Q18486
F20C5.5	Q19636
Y53H1C.3	G5EFP0
F39E9.6	O17115
C08B11.7	Q09444
F52H3.3	Q20681
Y48G8AL.6	O76512
F59E12.11	O01902
C44E4.5	A6PVA1
Y97E10AR.8	Q3V5I9
E04D5.3	Q19053
F22B5.3	Q19707
C10F3.6	G5EFE7
Y37D8A.10	Q9XWW1
T03F1.1	P91430
F36A2.4	P90863
T12C9.3	Q22426
ZK1251.8	Q23435
F52E4.4	G5ED42
F53C11.6	Q93764
F31D4.7	O45422
C48E7.9	Q8IG65
F33D11.5	O44773
Y69A2AR.3	Q95XG6
Y39A1A.24	Q9XX20
R05G6.9	Q21756
F21A3.2	H2FLJ5
Y105C5B.15	Q9U309
Y105C5B.3	Q9NAM9
H25K10.1	G5EE15
F21A3.11	H2FLJ4
C08B6.14	G5EGR0
C37A5.2	O62092
C37A5.4	O62091
C37A5.8	O62093
Y34D9A.4	G5ED58
F47B3.3	P83387
T05H4.3	O16524
F41E6.14	O16467
F53B6.9	Q8T3D9
C12D8.18	Q565A0
C12D8.16	Q7YTS1
T07C12.13	Q7YWT7
C50H2.10	Q8WQG0
C12D8.19	Q564Z9
F23D12.6	Q8I4K7
C12D8.17	Q7YTS0
C12D8.14	Q7YTS3
F57A8.8	Q7YX01
F23H12.8	Q8I4K6
C50H2.12	Q7YX54
R11G11.7	O16948
H06A10.2	Q7YXA3
C15A11.1	Q93208
T28F2.6	O01662
C49H3.3	Q9GYQ6
F59D12.1	O17899
C29F3.6	O17615
W02G9.3	O61900
Y74C10AL.2	Q9N2X7
K12H4.3	P34524
F31B9.4	Q7YTN5
F37A4.1	P41879
K10C2.4	Q94272
H28O16.2	G5ED60
Y46G5A.23	Q9U2E5
Y66D12A.17	Q95Q00
M163.4	Q93903
C15F1.6	Q9N5Y2
F19H6.4	Q19605
F58G11.6	Q9XVL8
T27F7.3	Q967F1
T27F7.4	G5EDN2
T20D3.8	O01259
C44H4.5	G5EEM6
T27F6.6	O45870
F31C3.3	O62191
W01A8.2	Q09EE9
W01A8.8	Q09EE8
ZC101.3	G5EFT7
T27A3.2	P91502
F09E5.2	Q19265
T23F2.1	G5ECB6
M03A8.2	Q21480
Y41C4A.8	Q9XWU5
T23G5.6	Q03615
ZK484.3	O44895
K09A11.5	Q21375
W05F2.6	Q9TYT7
C25H3.3	Q18187
C25H3.14	Q8IG45
F42H10.6	P34419
F41F3.2	G5EDJ4
T01H3.5	Q22091
Y52B11A.10	Q9U255
T05F1.4	O18036
T27B1.1	Q22830
F43G9.10	Q93712
F26D10.11	Q9XVU1
F21F3.7	Q7JNC1
Y55F3BL.1	C0VXV6
Y73B6BL.32	Q95XD4
F12F6.7	Q19366
T25C8.1	O45814
C54G7.4	Q18859
F52B5.6	Q20647
F55D10.2	P48162
T23G11.4	Q9XVH9
C39E9.11	Q18535
Y71F9AL.17	Q9N4H7
Y106G6D.7	Q9U304
Y38F1A.2	Q9XWM0
K12H4.2	P34523
F26A3.1	Q93595
F11C1.4	Q19347
Y39A1A.5	Q8I100
B0272.4	P41942
F33G12.3	Q19987
Y57G11C.4	O18230
ZK675.2	Q09615
D1081.8	G5EFC4
Y54E10A.7	Q9N3F3
F10G7.2	Q19328
Y62E10A.20	Q2HQK3
T03F6.2	O62360
F58B3.8	Q20971
C24D10.6	O44133
T01B6.1	F5GU62
R05H10.2	O62325
Y54F10AM.5	Q9BL03
H02I12.5	O45603
Y32H12A.7	Q9N534
R53.4	Q22021
C52E12.1	Q18782
K07H8.10	O45181
Y54G2A.29	Q9N397
C05D11.10	Q11189
F59B10.1	G5EFI7
T23B12.4	O17003
C06A5.1	O01483
Y48G8AL.14	Q8T874
C27B7.2	Q18242
F46C5.1	P52880
F46C5.10	Q8I118
Y41C4A.9	Q9U2I4
T03G11.6	Q22123
Y55F3AM.12	Q9N363
B0303.3	P34255
K02D10.5	P83351
Y74C9A.5	Q9N4D6
Y57A10A.35	Q7YWQ1
Y73B6BL.3	Q95XD0
F42C5.10	Q20330
ZC196.6	O01626
F10G8.3	Q93454
W06D4.4	Q9XW42
F46B6.7	Q20448
ZK370.6	Q02333
F53A2.1	O45546
ZK816.4	Q23610
T07F12.2	Q22322
C34C6.3	Q18424
B0393.4	Q17493
R01H2.5	G5EER4
F25H2.4	Q93568
C54H2.3	Q18861
T07A9.11	Q1XFY9
T26G10.3	P34582
T07A9.14	Q1XFY8
F52H3.2	Q20680
F18C5.3	Q19545
C14A4.2	G5EFC8
Y45G12C.16	Q5CCJ0
C13B7.6	Q95X12
Y38F1A.6	Q9U2M4
Y59E9AL.8	Q4W5R6
R10H10.2	Q10579
D2062.12	Q4W520
F33G12.5	Q19989
F20B4.6	G5EC84
T06C12.10	O18037
W02D7.7	O17528
T04F8.2	Q22162
Y54E10A.6	Q9N3F2
T16G1.11	Q9XUP3
Y97E10AL.1	Q965S1
Y51H7BR.7	Q9N3K1
C18E9.4	Q18095
ZK1251.9	Q21106
K07F5.6	Q21291
R155.3	O01923
C11D2.4	O45069
Y17G9B.8	Q9N576
T22B7.4	Q23039
F40F8.9	Q20229
W06D12.5	O45894
R12G8.2	Q9XTV6
K06B4.12	G5EGD4
C33D12.3	Q21467
C24A3.6	Q18120
W06D12.2	O45891
F29F11.4	Q19907
Y71H9A.1	G5EBQ2
F01F1.4	Q19088
F25H5.6	O17839
D2024.6	P34685
T07D1.2	Q22302
F30A10.1	Q93640
F43E2.3	O02088
Y65B4BR.8	Q9BL54
Y55B1AR.4	Q9N382
C36E8.3	Q18500
F58F12.1	Q09544
Y18D10A.3	Q9XW15
Y54E10BR.4	Q9N3D3
ZK896.7	O02343
Y23H5B.5	Q9N477
Y71F9AM.6	Q95XT5
F32E10.3	Q19970
C15H9.5	Q18024
H38K22.3	Q9XXA7
W03F9.1	O16999
Y71H2AM.17	Q9BL39
Y54E10BR.2	Q9N3C8
T21B10.7	P47207
F35B3.7	Q966J7
C16A3.6	Q18035
C16C10.2	Q09462
F55A12.8	O01757
Y39B6A.33	Q9NEU5
F44C4.5	Q20390
T06D10.2	Q9U380
W04A4.5	O18167
F40H6.4	Q20257
Y47D3A.10	Q9NAH2
Y47D3A.12	Q9U2C9
F58A4.6	P34473
K01D12.6	Q21096
ZK973.9	Q9N4L9
C55A6.6	O17721
C55A6.3	P90778
C55A6.4	P90779
F20G2.1	Q93544
K08F4.9	G5EG13
ZK697.14	Q7KPV7
C55A6.5	P90780
F28D1.1	Q19873
Y48A6C.4	Q9XWK5
Y55F3AM.5	Q9N372
T01G1.4	Q5FC21
B0361.10	Q9TXZ9
D2013.1	Q18969
ZK973.3	Q9N4M0
H27D07.6	Q9GUB8
Y54G11A.2	Q9XW03
F43C1.7	Q6A574
F35D11.4	Q20034
F38E1.8	Q20156
K04F10.1	O44771
ZC395.2	P48376
Y56A3A.18	Q9U239
D2096.11	Q19011
T14D7.1	Q94055
C34B2.8	O44955
Y17G7B.22	Q8I4E6
C44B9.4	Q18605
F17A2.3	Q19511
F52C6.4	O44819
F52C6.2	O44821
T04A8.14	P34703
Y71H2AR.3	Q8IAA2
C09G4.1	G5ED45
K02G10.6	Q7Z139
C08B11.5	Q09442
Y71H2AM.10	Q9BL47
Y106G6G.2	O18093
Y106G6G.6	Q7YTG5
T20F10.5	Q9NAN4
C11D2.7	Q8MXH7
C25G4.6	Q18167
T21G5.4	O02063
M05D6.2	G5ECL1
Y54G2A.9	Q95XX5
H02F09.2	O76603
M176.10	Q8WQD9
C18F10.2	Q18098
F23A7.3	Q93556
T19B10.8	Q22561
F58G1.5	O62271
ZK652.4	P34662
F53C3.7	Q9TXT2
T22H6.7	G5EBS3
B0334.6	Q17478
W04B5.4	Q9UA63
Y39A1A.14	Q9XX15
T19A5.1	Q22554
R186.8	Q7YTL0
C25G4.1	G5EFM5
F08G5.7	Q5WRN9
T20B12.3	P41843
R04F11.5	Q8WQD7
F28C10.4	Q19859
Y54F10AM.10	Q9BL05
T04A8.11	Q22140
R166.4	Q22006
C52B11.2	Q18776
H42K12.3	O17347
F02D10.6	Q19116
B0035.16	Q17440
K04C2.2	Q21210
C06B8.8	O17570
C24H11.9	Q6BER6
C32E8.5	P91125
C09E7.9	Q95YE3
ZK688.9	P34274
F58A6.1	Q20959
Y25C1A.13	Q9TYL2
C33H5.9	Q18406
F32D1.10	O16297
T09B4.10	G5ECY6
ZC302.1	Q23255
M18.5	Q21554
K01G5.6	O01705
F33H2.2	O62219
Y43F4B.6	O45935
F11E6.7	Q9XVR0
F19H6.3	Q19604
Y54G2A.23	Q9N3B0
F46F11.5	P91303
F54E7.7	P53806
M03C11.2	Q21489
B0336.6	Q10929
B0564.1b	Q9Y0V2
H37N21.1	G5ED17
R04F11.3	Q21730
W08D2.7	Q23223
T25G12.2	Q22787
Y34D9A.10	Q9BL83
Y39A3CR.4	Q9N408
F56D1.1	Q10127
